forecast_date,forecast_day,site_catid,short_name,group,mod_max_avg8hr_ens,mod_max_avg8hr_rf,mod_max_avg8hr_gb,mod_max_avg8hr_gen1,mod_max_avg8hr_lr,mod_max_avg8hr_ab,mod_max_avg8hr_super_ens,mod_aqi_o3_ens,mod_aqi_o3_rf,mod_aqi_o3_gb,mod_aqi_o3_gen1,mod_aqi_o3_lr,mod_aqi_o3_ab,mod_aqi_o3_superens,mod_pm25avg_ens,mod_pm25avg_rf,mod_pm25avg_gb,mod_pm25avg_gen1,mod_pm25avg_lr,mod_pm25avg_ab,mod_pm25avg_superens,mod_aqi_pm_ens,mod_aqi_pm_rf,mod_aqi_pm_gb,mod_aqi_pm_gen1,mod_aqi_pm_lr,mod_aqi_pm_ab,mod_aqi_pm_superens,cmaq_prod_o3,cmaq_prod_pm,cmaq_bc_o3,cmaq_bc_pm,cmaq_prod_o3_aqi,cmaq_prod_pm_aqi,cmaq_bc_o3_aqi,cmaq_bc_pm_aqi,hrrr_smoke_pm,hrrr_smoke_pm_aqi,fcst_ozone_aqi,fcst_ozone_ppb,fcst_pm25_aqi,fcst_pm25_ugm3,region,month,lat,lon,weekday,temp_f_sunup_max,winddir_sunup_mode,winddir_mode,winddir_prevday_mode,mixingheight_magl,mixing_height_avg_sound_1and2,pw_mm_avg,rh_sunup_avg,rh_avg,background_10m_500m_avg_24hr_ozone_noon_ppb,background_24hr_pm25_17z,low_or_med_clouds,temp_24hr_change_f_max,departure_from_avg_temp,visibility_miles_avg,windspd_mph_avg,air_temp,mixdepth_10m,sp_humidity_10m,h2o_mixrate_10m,terr_msl_10m,receptor_height_10m,forecast_day_10m,background_origin_10m,mixdepth_500m,sp_humidity_500m,h2o_mixrate_500m,terr_msl_500m,receptor_height_500m,forecast_day_500m,background_origin_500m,roll_ozone_aqi,roll_pm25_aqi,roll11_ozone_aqi,roll11_pm25_aqi,persist_ozone_aqi,persist_pm25_aqi,bb3_ozone_aqi,bb3_pm25_aqi,cmaq_o3,cmaq_pm,cmaq_o3_aqi,cmaq_pm_aqi,mod_max_avg8hr,mod_aqi_o3,mod_pm25avg,mod_aqi_pm,cmaq_ozone_ppb,cmaq_ozone_aqi,count_ozone_obs,count_pm25_obs,obs_ozone_ppb,obs_pm25_ugm3,obs_ozone_aqi,obs_pm25_aqi
2022-03-14,0,27-049-5302,Stanton,South Twin Cities Metro,45.369,42.237,44.054,42.154,56.856,41.543,44.927,42,39,41,39,54,38,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,green,NA,28,6.7,South_Metro,3,44.6252,-93.2273,0,41.77,NE,NE,W,578.05,346.165,11.88,0.793332,0.82,35.95,8.18,0.78,-1.66999999999999,6.47000000000001,9.518,6.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,42.8,NA,39,NA
2022-03-14,0,27-053-0962,MSP,Minneapolis-St. Paul,33.03,30.216,31.205,30.162,40.277,33.29,34.659,31,28,29,28,37,31,31,12.274,13.23,11.589,11.73,14.781,10.039,13.304,51,53,48,49,56,42,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,green,NA,30,7.2,MSP,3,44.8852,-93.2313,0,39.97,N,N,W,578.05,346.165,11.88,0.76992,0.78,38.34,7.85,0.81,-3,4.01,9.229,6.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,24,28.6,7.8,26,32
2022-03-14,0,27-053-0963,HC_Anderson,Minneapolis-St. Paul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.525,10.272,10.752,7.397,9.259,9.945,10.118,40,42,45,30,38,41,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,green,NA,30,7.2,MSP,3,44.8852,-93.2313,0,39.97,N,N,W,578.05,346.165,11.88,0.76992,0.78,38.34,5.7,0.81,-3,4.01,9.229,6.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,7.7,NA,32
2022-03-14,0,27-053-2006,St_Louis_Park,Minneapolis-St. Paul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.134,8.119,7.657,7.332,7.87,9.691,7.661,34,34,32,30,32,40,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,green,NA,30,7.2,MSP,3,45.061746,-93.353996,0,39.3,N,N,W,578.05,346.165,11.88,0.75944,0.77,38.34,5.76,0.77,-2.1,2.26,8.513,6.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-14,0,27-075-0005,Ely,Ely,46.678,44.218,46.423,44.039,54.569,44.139,45.615,43,41,43,41,50,41,42,4.961,3.752,2.817,3.593,8.543,6.098,3.978,20,15,12,15,35,25,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,green,NA,25,6,NE,3,47.824724,-91.832975,0,33.34,Calm,Calm,W,685.88,342.94,5.395,0.565348,0.64,34.92,5.21,0.28,5.46,-0.159999999999997,9.902,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,24,46.7,5,43,21
2022-03-14,0,27-083-4210,Marshall,Marshall,44.403,42.744,40.468,41.643,53.277,43.883,41.642,41,39,37,38,49,40,38,6.14,6.56,4.052,6.106,4.548,9.433,5.513,25,27,17,25,19,39,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,green,NA,25,6,SW,3,44.450439,-95.821504,0,40.13,N,N,NW,578.05,346.165,11.88,0.797225,0.82,39,5.85,0.75,-3.44,4.53,9.993,9.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,24,44.7,5.9,41,25
2022-03-14,0,27-095-3051,Mille_Lacs,Mille Lacs,41.882,40.555,41.846,40.149,47.975,38.884,42.281,38,37,38,37,44,35,39,4.585,3.293,3.197,3.371,6.153,6.912,3.613,19,13,13,14,25,29,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,green,NA,20,4.8,Central,3,46.548965,-93.675734,0,34.84,Calm,Calm,Calm,578.05,346.165,11.88,0.556112,0.63,36.28,6.299,0.24,-1.4,-0.759999999999998,10,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,48.5,NA,44,NA
2022-03-14,0,27-109-5008,Rochester,Rochester,47.341,44.605,44.768,44.41,58.449,44.474,46.765,44,41,41,41,61,41,43,8.809,7.5,7.941,6.943,13.136,8.526,8.82,37,31,33,29,53,35,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,green,NA,22,5.3,SE,3,43.904,-92.4921,0,44.02,NE,NE,W,578.05,346.165,11.88,0.720035,0.76,40.7,7.91,0.65,-4.63999999999999,8.06,9.65,10.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,24,44.3,4.5,41,19
2022-03-14,0,27-123-0868,Ramsey_Health,Minneapolis-St. Paul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.148,13.819,12.407,12.7,9.521,12.292,12.792,51,55,52,52,40,51,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,green,NA,30,7.2,MSP,3,44.9323,-93.0559,0,40.58,Calm,Calm,NW,578.05,346.165,11.88,0.7598,0.77,36.33,10.48,0.8,-2.78,4.08,9.169,5.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-14,0,27-123-0871,Harding,Minneapolis-St. Paul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.475,11.913,10.408,9.9,8.357,11.8,10.842,43,50,43,41,35,49,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,green,NA,30,7.2,MSP,3,44.9323,-93.0559,0,40.58,Calm,Calm,NW,578.05,346.165,11.88,0.7598,0.77,36.33,9.63,0.8,-2.78,4.08,9.169,5.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,6,NA,25
2022-03-14,0,27-137-7001,Virginia,Virginia,45.499,43.377,42.066,44.176,53.824,44.054,42.972,42,40,39,41,49,41,39,9.269,9.649,8.515,7.962,11.497,8.72,9.794,38,40,35,33,48,36,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,green,NA,30,7.2,NE,3,47.4274,-92.4973,0,34.59,Calm,Calm,W,685.88,342.94,5.395,0.584874,0.65,34.92,7.31,0.39,3.67,2.29000000000001,9.883,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,6,NA,25
2022-03-14,0,27-137-7550,Duluth_WDSE,Duluth,37.026,36.634,35.172,36.328,41.16,35.834,39.126,34,33,32,33,38,32,36,4.907,4.651,4.393,4.931,3.874,6.687,4.285,20,19,18,20,16,27,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,green,NA,15,3.6,Duluth,3,46.8434,-92.1866,0,35.13,Calm,Calm,W,685.88,342.94,5.395,0.556524,0.6,33.78,5.89,0.64,0.970000000000006,3.13,10,2.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0,40.6,NA,37,NA
2022-03-14,0,27-139-0505,Shakopee,South Twin Cities Metro,43.451,41.583,41.675,40.989,49.168,43.842,44.372,40,38,38,37,45,40,41,9.554,9.614,8.265,6.201,13.551,10.137,10.852,40,40,34,26,54,42,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,green,NA,28,6.7,South_Metro,3,44.824871,-93.457042,0,40.57,NE,NE,W,578.05,346.165,11.88,0.73482,0.76,42.5,8.18,0.8,-2.38,3.53,9.013,6.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,24,40.2,7.1,37,30
2022-03-14,0,27-145-3052,St_Cloud,St. Cloud,43.518,42.584,42.273,42.081,46.837,43.817,43.162,40,39,39,39,43,40,40,12.023,11.72,11.193,11.888,12.391,12.924,12.471,50,49,46,49,51,53,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,green,NA,28,6.7,Central,3,45.54415,-94.051625,0,37.29,Calm,Calm,NW,578.05,346.165,11.88,0.72304,0.75,38.13,7.87,0.8,-0.740000000000002,4.75,7.372,4.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,24,47.1,6.2,44,26
2022-03-14,0,27-163-6016,Marine_St_Croix,North Twin Cities Metro,46.037,43.754,44.588,43.821,55.624,42.4,46.404,43,40,41,40,51,39,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,green,NA,25,6,North_Metro,3,44.592622,-92.48438,0,43.01,Calm,Calm,Calm,578.05,346.165,11.88,0.715938,0.74,37,8.63,0.87,-2.29,4.71,9.229,4.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,45.2,NA,42,NA
2022-03-14,0,27-171-3201,St_Michael,North Twin Cities Metro,43.998,42.509,40.434,42.814,49.494,44.74,44.979,40,39,37,39,45,41,41,12.611,14.849,13.183,14.198,8.529,12.298,13.694,52,57,53,55,35,51,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,green,NA,25,6,North_Metro,3,45.54415,-94.051625,0,37.29,Calm,Calm,NW,578.05,346.165,11.88,0.72122,0.75,37.21,8.19,0.8,-0.740000000000002,4.75,7.372,4.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,24,48,5,44,21
2022-03-14,0,38-017-1004,Fargo,Moorhead,45.285,41.42,39.676,43.116,55.766,46.446,42.317,42,38,36,40,51,43,39,11.344,10.671,9.295,9.922,15.735,11.096,10.959,47,44,38,41,59,46,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,green,NA,22,5.3,NW,3,46.9111,-96.8147,0,32.15,Calm,Calm,N,632.71,430.565,10.29,0.63985,0.67,36.11,7.41,0.61,3,-1.83,9.666,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,6.5,41,27
2022-03-14,0,55-063-0012,Winona,Winona,47.631,44.72,43.763,45.018,58.731,45.921,48.904,44,41,40,42,61,42,44,9.805,10.185,8.996,8.01,12.032,9.801,10.311,41,42,37,33,50,41,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,green,NA,35,8.4,SE,3,43.8792,-91.2532,0,50.82,Calm,Calm,SW,578.05,346.165,11.88,0.56805,0.62,39.47,8.12,0.5,-2.01,10.27,9.731,4.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,NA,30
2022-03-15,1,27-003-1001,Cedar_Creek,North Twin Cities Metro,49.083,48.896,50.274,47.669,54.301,44.275,51.135,45,44,46,44,50,41,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,green,NA,52,12.6,North_Metro,3,45.5628,-93.2644,1,47.05,S,S,Calm,38.44,19.22,8.965,0.7225,0.71,44.74,9.28,0.725,7.11,11.75,7.391,7.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,47.8,NA,44,NA
2022-03-15,1,27-003-1002,Anoka,North Twin Cities Metro,47.684,44.141,43.27,44.853,54.861,51.298,43.908,44,41,40,41,50,47,40,12.098,13.766,11.571,11.141,9.888,14.123,12.848,50,54,48,46,41,55,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,green,NA,52,12.6,North_Metro,3,45.142563,-93.212739,1,48.29,S,S,N,38.44,19.22,8.965,0.743333333333333,0.71,42.8,9.28,0.651666666666667,8.55,9.99,9.76,6.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,48,43.3,11.5,40,48
2022-03-15,1,27-005-2013,Detroit_Lakes,Detroit Lakes,46.338,44.991,48.667,45.981,48.805,43.247,46.24,43,41,44,42,44,40,43,10.814,13.084,12.083,11.256,7.578,10.068,12.356,45,53,50,47,31,42,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,green,NA,30,7.2,NW,3,46.8285,-95.8857,1,41.91,S,S,Calm,0,37.05,11.755,0.779166666666667,0.71,37.55,7.816,0.731666666666667,9.83,9.91,7.702,10.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,24,47.1,4.6,44,19
2022-03-15,1,27-007-2304,Red_Lake,Red Lake,45.65,44.482,48.106,44.499,47.915,43.247,45.84,42,41,44,41,44,40,42,6.557,8.722,9.09,6.148,1.281,7.543,7.25,27,36,38,25,5,31,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,green,NA,45,10.8,NW,3,47.5076,-94.9277,1,46.47,SW,SW,Calm,469.85,330.075,12.665,0.725,0.71,36.05,5.49,0.791666666666667,10.5,10.87,7.694,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,3.3,NA,14
